,,l-League,l-Year,l-Rank,l-Rank_SC,l-W_SC,l-D_SC,l-L_SC,l-+/-_SC,l-Pts_SC,l-Goals_For_SC,l-Goals_Against_SC,l-VRank_SC,l-Avg_Player_Value_(m)_SC,l-Value_(m)_SC,l-Squad_SC,l-Avg_Age_SC,l-Foreigners_SC,League,Year,Rank,Rank_SC,W_SC,D_SC,L_SC,+/-_SC,Pts_SC,Goals_For_SC,Goals_Against_SC,VRank_SC,Avg_Player_Value_(m)_SC,Value_(m)_SC,Squad_SC,Avg_Age_SC,Foreigners_SC
Germany,SC Freiburg,L1,2014.0,14.0,0.7777777777777778,0.2647058823529412,0.2647058823529412,0.47058823529411764,-0.5294117647058824,1.0588235294117647,1.2647058823529411,1.7941176470588236,0.6666666666666666,-0.49662545613825926,-0.49923741472467037,0.15533411192354932,-1.4840512584965306,-0.17541160386140614,L1,2015.0,17.0,0.9444444444444444,0.20588235294117646,0.38235294117647056,0.4117647058823529,-0.3235294117647059,1.0,1.0588235294117647,1.3823529411764706,0.8333333333333334,-0.6237291349336946,-0.6299310600598743,-0.5030554627463549,-0.12373054103599085,-0.9222780722269119
Germany,1. FC Köln,,,,,,,,,,,,,,,,,,L1,2015.0,12.0,0.6666666666666666,0.2647058823529412,0.38235294117647056,0.35294117647058826,-0.17647058823529413,1.1764705882352942,1.0,1.1764705882352942,0.8888888888888888,-0.6315059470524709,-0.6816423023114719,-1.3020259035788009,0.32169940669355934,-0.5690651935017116
Germany,Eintracht Frankfurt,L1,2014.0,13.0,0.7222222222222222,0.2647058823529412,0.2647058823529412,0.47058823529411764,-0.5,1.0588235294117647,1.1764705882352942,1.6764705882352942,0.5555555555555556,-0.34945986941807894,-0.38167982937024275,-0.466002335770648,-0.18730744039276742,-1.4909986328219498,L1,2015.0,9.0,0.5,0.3235294117647059,0.29411764705882354,0.38235294117647056,-0.17647058823529413,1.2647058823529411,1.6470588235294117,1.8235294117647058,0.6666666666666666,-0.4707851632644304,-0.49384884360830184,-0.5030554627463549,-0.12373054103599085,-0.5690651935017116
Germany,SC Paderborn 07,,,,,,,,,,,,,,,,,,L1,2015.0,18.0,1.0,0.20588235294117646,0.29411764705882354,0.5,-1.0,0.9117647058823529,0.9117647058823529,1.911764705882353,1.0,-0.8544412277907206,-0.8546611203713284,-1.035702423301319,1.3610359513958572,-2.6883424658529136
Germany,Eintracht Braunschweig,L1,2014.0,18.0,1.0,0.17647058823529413,0.20588235294117646,0.6176470588235294,-0.9117647058823529,0.7352941176470589,0.8529411764705882,1.7647058823529411,1.0,-0.8077755537752118,-0.8481858946679095,-0.466002335770648,1.3687851413317473,-1.4909986328219498,,,,,,,,,,,,,,,,,
Germany,FC Augsburg,L1,2014.0,8.0,0.4444444444444444,0.4411764705882353,0.20588235294117646,0.35294117647058826,0.0,1.5294117647058822,1.3823529411764706,1.3823529411764706,0.9444444444444444,-0.6910942671613546,-0.7075539898740797,0.15533411192354932,0.46106446865911416,0.8770580193070289,L1,2015.0,5.0,0.2777777777777778,0.4411764705882353,0.11764705882352941,0.4411764705882353,0.0,1.4411764705882353,1.2647058823529411,1.2647058823529411,0.9444444444444444,-0.7481581288341133,-0.6868523071699035,0.828561938641055,0.4701760559367463,1.1969992001242902
Germany,TSG 1899 Hoffenheim,L1,2014.0,9.0,0.5,0.3235294117647059,0.3235294117647059,0.35294117647058826,0.058823529411764705,1.2941176470588236,2.1176470588235294,2.0588235294117645,0.5,-0.4388104042124741,-0.29100180209960985,2.6406799027003385,-1.4840512584965306,2.192645048267573,L1,2015.0,8.0,0.4444444444444444,0.35294117647058826,0.23529411764705882,0.4117647058823529,-0.17647058823529413,1.2941176470588236,1.4411764705882353,1.6176470588235294,0.3888888888888889,-0.06639093308807051,-0.12930402605117508,-0.5030554627463549,-1.1630670857382888,-0.5690651935017116
Italy,Juventus FC,IT1,2014.0,1.0,0.05,0.868421052631579,0.07894736842105263,0.05263157894736842,1.5,2.6842105263157894,2.1052631578947367,0.6052631578947368,0.05,2.4722279926296915,2.510123100789095,-0.6756561840512745,1.0056441256646689,-0.6158193150202407,IT1,2015.0,1.0,0.05,0.6842105263157895,0.23684210526315788,0.07894736842105263,1.263157894736842,2.289473684210526,1.894736842105263,0.631578947368421,0.05,2.552937326636308,2.1431637012165274,-1.2904320369992672,1.3088215241844683,-1.253769865948796
Italy,AC Milan,IT1,2014.0,8.0,0.4,0.42105263157894735,0.23684210526315788,0.34210526315789475,0.21052631578947367,1.5,1.5,1.2894736842105263,0.2,1.2802387174179117,1.193660170548194,-0.7820587327207665,0.5519700840114355,-0.37193047738846224,IT1,2015.0,10.0,0.5,0.34210526315789475,0.34210526315789475,0.3157894736842105,0.15789473684210525,1.368421052631579,1.4736842105263157,1.3157894736842106,0.25,0.6901778889247159,1.0935140688868858,0.9060480259782099,-0.46920016904726386,-0.2676587354272709
Italy,FC Internazionale,IT1,2014.0,5.0,0.25,0.39473684210526316,0.39473684210526316,0.21052631578947367,0.6052631578947368,1.5789473684210527,1.631578947368421,1.0263157894736843,0.1,0.825030214679555,1.4899933948455575,0.9203820459911058,-0.9602767214993385,1.335291386033987,,,,,,,,,,,,,,,,,
Italy,Udinese Calcio,IT1,2014.0,13.0,0.65,0.3157894736842105,0.21052631578947367,0.47368421052631576,-0.2894736842105263,1.1578947368421053,1.2105263157894737,1.5,0.4,-0.4326592568037403,-0.2518677528535795,0.9203820459911058,-1.867624804805805,1.9450134801134331,IT1,2015.0,16.0,0.8,0.2631578947368421,0.2894736842105263,0.4473684210526316,-0.34210526315789475,1.0789473684210527,1.131578947368421,1.4736842105263157,0.5,-0.5346502345020837,-0.3639245021145921,1.4551680417225792,-1.753326947492404,2.127182581553576
Italy,UC Sampdoria,IT1,2014.0,12.0,0.6,0.3157894736842105,0.23684210526315788,0.4473684210526316,-0.3684210526315789,1.1842105263157894,1.263157894736842,1.631578947368421,0.65,-0.6813814284030487,-0.6697285747112207,0.3883693026436457,-0.6578273603971848,-0.7377637338361299,IT1,2015.0,7.0,0.35,0.34210526315789475,0.4473684210526316,0.21052631578947367,0.15789473684210525,1.4736842105263157,1.263157894736842,1.105263157894737,0.4,-0.07108681278846857,-0.08080053000457271,-0.19219200551052873,-0.07408423721798811,-0.12678571678133874
Italy,US Palermo,,,,,,,,,,,,,,,,,,IT1,2015.0,11.0,0.55,0.3157894736842105,0.34210526315789475,0.34210526315789475,-0.05263157894736842,1.2894736842105263,1.394736842105263,1.4473684210526316,0.55,-0.4580984767879089,-0.5287128260013821,-0.3752320107586518,-0.7655371179192199,0.15496032051052558
Italy,AS Roma,IT1,2014.0,2.0,0.1,0.6842105263157895,0.18421052631578946,0.13157894736842105,1.236842105263158,2.236842105263158,1.894736842105263,0.6578947368421053,0.3,0.604465270053753,1.012452920150329,0.4947718513131377,-1.5651754437036514,0.6036248731386515,IT1,2015.0,2.0,0.1,0.5,0.34210526315789475,0.15789473684210525,0.6052631578947368,1.8421052631578947,1.4210526315789473,0.8157894736842105,0.1,1.2940861997809856,1.5529547661432648,0.17388800498571746,0.22225271165396432,0.43670635780238987
Italy,AS Livorno,IT1,2014.0,20.0,1.0,0.15789473684210525,0.18421052631578946,0.6578947368421053,-1.0,0.6578947368421053,1.0263157894736843,2.026315789473684,0.85,-0.6626099437540443,-0.7967285279815194,-0.6756561840512745,-0.052928638192877304,-1.347485827915576,,,,,,,,,,,,,,,,,
Italy,Cagliari Calcio,IT1,2014.0,15.0,0.75,0.23684210526315788,0.3157894736842105,0.4473684210526316,-0.5,1.0263157894736843,0.8947368421052632,1.394736842105263,0.6,-0.23555866798919398,-0.6416440321994149,-1.9524867680851787,-0.052928638192877304,-1.2255414090996868,IT1,2015.0,18.0,0.9,0.21052631578947367,0.2631578947368421,0.5263157894736842,-0.5263157894736842,0.8947368421052632,1.263157894736842,1.7894736842105263,0.75,-0.5601674870734754,-0.7310249657526535,-1.1073920317511443,-1.1606530497484921,-0.9720238286569317
Italy,SS Lazio,IT1,2014.0,9.0,0.45,0.39473684210526316,0.2894736842105263,0.3157894736842105,0.0,1.4736842105263157,1.4210526315789473,1.4210526315789473,0.35,0.06009221523262535,0.15081502580834302,-0.037240892034322355,0.09829604235820225,0.9694581295863193,IT1,2015.0,3.0,0.15,0.5526315789473685,0.15789473684210525,0.2894736842105263,0.868421052631579,1.8157894736842106,1.868421052631579,1.0,0.35,0.532821498067801,0.31839861949346715,-1.1073920317511443,0.61736864348324,0.8593254137401863
Italy,Chievo Verona,IT1,2014.0,16.0,0.8,0.2631578947368421,0.15789473684210525,0.5789473684210527,-0.5263157894736842,0.9473684210526315,0.8947368421052632,1.4210526315789473,0.95,-0.9071085313073266,-0.8184114468325461,1.878004984016534,0.09829604235820225,1.2133469672180976,IT1,2015.0,14.0,0.7,0.2631578947368421,0.34210526315789475,0.39473684210526316,-0.34210526315789475,1.131578947368421,0.7368421052631579,1.0789473684210527,0.85,-0.7855698847874352,-0.8739997460796695,-0.3752320107586518,1.9014954219283802,0.2958333391564577
Italy,ACF Fiorentina,IT1,2014.0,4.0,0.2,0.5,0.21052631578947367,0.2894736842105263,0.5526315789473685,1.7105263157894737,1.7105263157894737,1.1578947368421053,0.25,0.731172791434533,1.0406407146566634,0.17556420530466169,0.5519700840114355,1.0914025484022085,IT1,2015.0,4.0,0.2,0.47368421052631576,0.2631578947368421,0.2631578947368421,0.39473684210526316,1.6842105263157894,1.605263157894737,1.2105263157894737,0.3,0.43075248778223424,0.8674669853659122,1.272128036474456,0.22225271165396432,1.281944469677983
Italy,Bologna FC 1909,IT1,2014.0,19.0,0.95,0.13157894736842105,0.3684210526315789,0.5,-0.7894736842105263,0.7631578947368421,0.7368421052631579,1.5263157894736843,0.9,-0.8456319190818371,-0.8106675472428937,1.0267845946605978,-0.35537799929503106,0.11584719787509468,,,,,,,,,,,,,,,,,
Italy,Parma FC,IT1,2014.0,6.0,0.3,0.39473684210526316,0.34210526315789475,0.2631578947368421,0.3157894736842105,1.5263157894736843,1.5263157894736843,1.2105263157894737,0.5,-0.47958796842625123,-0.604679818158141,-0.6756561840512745,0.400745403460356,-0.37193047738846224,IT1,2015.0,20.0,1.0,0.15789473684210525,0.21052631578947367,0.631578947368421,-1.105263157894737,0.5,0.868421052631579,1.9736842105263157,0.8,-0.9344205247872198,-0.8299205647930795,2.3703680679631947,-0.5679791520045802,0.43670635780238987
Italy,Atalanta BC,IT1,2014.0,11.0,0.55,0.39473684210526316,0.13157894736842105,0.47368421052631576,-0.21052631578947367,1.3157894736842106,1.131578947368421,1.3421052631578947,0.8,-0.7987032074593262,-0.7683342294861274,0.8139794973216138,0.09829604235820225,-1.347485827915576,IT1,2015.0,17.0,0.85,0.18421052631578946,0.42105263157894735,0.39473684210526316,-0.5,0.9736842105263158,1.0,1.5,0.65,-0.5984433659305629,-0.631790296086946,-0.009152000262405634,1.2100425412271485,-0.6902777913650674
Italy,Empoli FC,,,,,,,,,,,,,,,,,,IT1,2015.0,15.0,0.75,0.21052631578947367,0.47368421052631576,0.3157894736842105,-0.15789473684210525,1.105263157894737,1.2105263157894737,1.368421052631579,0.9,-0.8706273933587406,-0.9646446265715799,-0.3752320107586518,-1.8521059304497203,-1.1128968473028638
Italy,Hellas Verona,IT1,2014.0,10.0,0.5,0.42105263157894735,0.15789473684210525,0.42105263157894735,-0.15789473684210525,1.4210526315789473,1.631578947368421,1.7894736842105263,1.0,-0.7752388516480707,-0.8385455857656422,-0.037240892034322355,0.8544194451135892,-0.37193047738846224,IT1,2015.0,13.0,0.65,0.2894736842105263,0.34210526315789475,0.3684210526315789,-0.42105263157894735,1.2105263157894737,1.2894736842105263,1.7105263157894737,0.95,-0.9769492790728725,-1.1028724181446554,-0.741312021254898,0.7161476264405564,0.2958333391564577
Italy,Calcio Catania,IT1,2014.0,18.0,0.9,0.21052631578947367,0.21052631578947367,0.5789473684210527,-0.8421052631578947,0.8421052631578947,0.8947368421052632,1.736842105263158,0.75,-0.6719956860785464,-0.7161919722491349,-0.037240892034322355,-0.9602767214993385,0.3597360355068731,,,,,,,,,,,,,,,,,
Italy,AC Cesena,,,,,,,,,,,,,,,,,,IT1,2015.0,19.0,0.95,0.10526315789473684,0.3157894736842105,0.5789473684210527,-0.9736842105263158,0.631578947368421,0.9473684210526315,1.9210526315789473,1.0,-1.052225174158478,-1.1893354275914276,-0.9243520265030212,0.22225271165396432,-1.5355159032406602
Italy,Genoa CFC,IT1,2014.0,14.0,0.7,0.2894736842105263,0.2894736842105263,0.42105263157894735,-0.23684210526315788,1.1578947368421053,1.0789473684210527,1.3157894736842106,0.45,-0.6297598456182865,-0.47747336089878495,1.239589691999582,-0.8090520409482643,0.9694581295863193,IT1,2015.0,6.0,0.3,0.42105263157894735,0.2894736842105263,0.2894736842105263,0.39473684210526316,1.5526315789473684,1.631578947368421,1.236842105263158,0.45,-0.4070639716451255,-0.24920560722769805,1.089088031226333,-0.5679791520045802,0.014087301864593416
Italy,Torino FC,IT1,2014.0,7.0,0.35,0.39473684210526316,0.3157894736842105,0.2894736842105263,0.2631578947368421,1.5,1.5263157894736843,1.263157894736842,0.7,-0.47958796842625123,-0.7030789689439902,-1.2076689273987347,0.7031947645625097,-0.6158193150202407,IT1,2015.0,9.0,0.45,0.3684210526315789,0.3157894736842105,0.3157894736842105,0.07894736842105263,1.4210526315789473,1.263157894736842,1.1842105263157894,0.7,-0.6622364973590421,-0.6419624148453899,0.5399680154819637,0.32103169461128417,0.014087301864593416
Italy,SSC Napoli,IT1,2014.0,3.0,0.15,0.6052631578947368,0.23684210526315788,0.15789473684210525,1.0,2.0526315789473686,2.026315789473684,1.0263157894736843,0.15,2.246970176841639,1.3242739436269975,-1.9524867680851787,2.8203402922775966,-0.006097220940794548,IT1,2015.0,5.0,0.25,0.47368421052631576,0.23684210526315788,0.2894736842105263,0.42105263157894735,1.6578947368421053,1.8421052631578947,1.4210526315789473,0.15,1.8342013792087757,1.3879403951729543,-1.4734720422473904,1.0124845753125125,0.2958333391564577
Italy,US Sassuolo,IT1,2014.0,17.0,0.85,0.23684210526315788,0.18421052631578946,0.5789473684210527,-0.7631578947368421,0.8947368421052632,1.131578947368421,1.894736842105263,0.55,-0.6203741032937843,-0.6246074531021798,0.17556420530466169,0.09829604235820225,-1.5913746655473544,IT1,2015.0,12.0,0.6,0.3157894736842105,0.34210526315789475,0.34210526315789475,-0.21052631578947367,1.2894736842105263,1.2894736842105263,1.5,0.6,-0.5006272310735614,-0.5464575220577784,-0.19219200551052873,0.61736864348324,-1.8172619405325245
Italy,Inter Milan,,,,,,,,,,,,,,,,,,IT1,2015.0,8.0,0.4,0.3684210526315789,0.34210526315789475,0.2894736842105263,0.2894736842105263,1.4473684210526316,1.5526315789473684,1.263157894736842,0.2,1.0771895529241562,1.371212910992402,0.3569280102338406,-1.1606530497484921,1.5636905069698472
France,Olympique Lyon,FR1,2014.0,5.0,0.25,0.4473684210526316,0.2631578947368421,0.2894736842105263,0.3157894736842105,1.605263157894737,1.4736842105263157,1.1578947368421053,0.2,0.2389708739003143,0.24258863454042529,-0.10179731971185715,-0.9117588342681601,-0.85983292398396,FR1,2015.0,2.0,0.1,0.5789473684210527,0.23684210526315788,0.18421052631578946,1.0263157894736843,1.9736842105263157,1.894736842105263,0.868421052631579,0.15,0.9050121836170407,0.8126337444370754,-0.624337955421103,-0.5271679823369699,-1.0456748236344646
France,LOSC Lille,FR1,2014.0,3.0,0.15,0.5263157894736842,0.2894736842105263,0.18421052631578946,0.5263157894736842,1.868421052631579,1.2105263157894737,0.6842105263157895,0.35,-0.034229197330266276,-0.15026745378415005,-1.1197705168304324,0.36586500992926885,-0.24566654970970275,FR1,2015.0,8.0,0.4,0.42105263157894735,0.21052631578947367,0.3684210526315789,0.02631578947368421,1.4736842105263157,1.131578947368421,1.105263157894737,0.3,0.07308481898309217,0.009328703698894984,-0.624337955421103,0.3052025160898263,-0.07295405746286979
France,AS Monaco,FR1,2014.0,2.0,0.1,0.6052631578947368,0.2894736842105263,0.10526315789473684,0.8421052631578947,2.1052631578947367,1.6578947368421053,0.8157894736842105,0.1,1.1813131485797081,1.7734711531424405,2.188642373804937,0.13356976552973746,2.415721072145412,FR1,2015.0,3.0,0.15,0.5263157894736842,0.2894736842105263,0.18421052631578946,0.6578947368421053,1.868421052631579,1.3421052631578947,0.6842105263157895,0.1,1.2585813135864687,1.3704124864335052,0.20811265180703434,-0.8046248151458988,1.8724874748803202
France,Stade Rennais FC,FR1,2014.0,12.0,0.6,0.2894736842105263,0.34210526315789475,0.3684210526315789,0.05263157894736842,1.2105263157894737,1.236842105263158,1.1842105263157894,0.3,-0.014432090719354532,0.0610068960415663,0.6616825781270742,-0.9117588342681601,1.1873883235968974,FR1,2015.0,9.0,0.45,0.34210526315789475,0.2894736842105263,0.3684210526315789,-0.18421052631578946,1.3157894736842106,0.9210526315789473,1.105263157894737,0.4,-0.12241811170588562,-0.20639756933805192,-0.9018214911638155,-0.0647399276554176,0.17022613408002893
France,Olympique Marseille,FR1,2014.0,6.0,0.3,0.42105263157894735,0.3157894736842105,0.2631578947368421,0.34210526315789475,1.5789473684210527,1.394736842105263,1.0526315789473684,0.15,0.6032376355410886,0.6171723466638577,-0.10179731971185715,0.017422143329969705,0.16377769980646875,FR1,2015.0,4.0,0.2,0.5526315789473685,0.15789473684210525,0.2894736842105263,0.8947368421052632,1.8157894736842106,2.0,1.105263157894737,0.2,0.6720725215195352,0.748498906507172,0.20811265180703434,-1.636995313572695,-0.5593144405486673
France,AS Saint-Étienne,FR1,2014.0,4.0,0.2,0.5263157894736842,0.23684210526315788,0.23684210526315788,0.5789473684210527,1.8157894736842106,1.4736842105263157,0.8947368421052632,0.25,0.2746056657999554,0.2071859056507107,-0.6107839182711448,0.36586500992926885,-1.678721423016303,FR1,2015.0,5.0,0.25,0.5,0.3157894736842105,0.18421052631578946,0.5526315789473685,1.8157894736842106,1.3421052631578947,0.7894736842105263,0.25,0.08140409262943167,0.018398276739487195,-0.624337955421103,0.39768812702613476,-1.5320352067202623
France,RC Lens,,,,,,,,,,,,,,,,,,FR1,2015.0,20.0,1.0,0.18421052631578946,0.21052631578947367,0.6052631578947368,-0.7631578947368421,0.7631578947368421,0.8421052631578947,1.605263157894737,1.0,-0.6473642787899072,-0.7091110464451712,-1.179305026906528,-0.5271679823369699,-0.5593144405486673
France,Paris Saint-Germain,FR1,2014.0,1.0,0.05,0.7105263157894737,0.21052631578947367,0.07894736842105263,1.605263157894737,2.3421052631578947,2.210526315789474,0.6052631578947368,0.05,3.873719647663691,3.5978537144753155,-0.8652772175507886,0.017422143329969705,-0.4503886744677885,FR1,2015.0,1.0,0.05,0.631578947368421,0.2894736842105263,0.07894736842105263,1.236842105263158,2.1842105263157894,2.1842105263157894,0.9473684210526315,0.05,3.6919688551407677,3.6533535860797532,-0.34685441967839054,0.3052025160898263,-0.5593144405486673
France,FC Sochaux-Montbéliard,FR1,2014.0,18.0,0.9,0.2631578947368421,0.2631578947368421,0.47368421052631576,-0.631578947368421,1.0526315789473684,0.9736842105263158,1.605263157894737,0.65,-0.5251974412808748,-0.45461671988443864,1.9341490745252932,-0.7956112120683922,1.8015546978711547,,,,,,,,,,,,,,,,,
France,OGC Nice,FR1,2014.0,17.0,0.85,0.3157894736842105,0.15789473684210525,0.5263157894736842,-0.3684210526315789,1.105263157894737,0.7894736842105263,1.1578947368421053,0.55,-0.42225248690413425,-0.35583168604700915,1.4251624759660055,-2.42167792286512,-0.6551107992258742,FR1,2015.0,11.0,0.55,0.34210526315789475,0.23684210526315788,0.42105263157894735,-0.23684210526315788,1.263157894736842,1.1578947368421053,1.394736842105263,0.5,-0.40527341568142816,-0.33272376526058833,1.0405632590351717,-1.4520240917000746,-1.0456748236344646
France,FC Toulouse,FR1,2014.0,9.0,0.45,0.3157894736842105,0.34210526315789475,0.34210526315789475,-0.18421052631578946,1.2894736842105263,1.2105263157894737,1.394736842105263,0.4,-0.2678350553390235,-0.2267830291264364,0.6616825781270742,-1.3763493230672228,0.777944074080726,FR1,2015.0,17.0,0.85,0.3157894736842105,0.15789473684210525,0.5263157894736842,-0.5526315789473685,1.105263157894737,1.131578947368421,1.6842105263157894,0.6,-0.47182760485214403,-0.42924993547832135,0.7630797232924592,-1.1745672588911427,1.6293072833374214
France,AC Ajaccio,FR1,2014.0,20.0,1.0,0.10526315789473684,0.2894736842105263,0.6052631578947368,-0.9210526315789473,0.6052631578947368,0.9736842105263158,1.894736842105263,0.95,-0.6578380555739828,-0.6733142225418695,0.40718927884743045,0.4820126321290325,0.16377769980646875,,,,,,,,,,,,,,,,,
France,FC Girondins Bordeaux,FR1,2014.0,7.0,0.35,0.34210526315789475,0.3684210526315789,0.2894736842105263,0.15789473684210525,1.394736842105263,1.2894736842105263,1.131578947368421,0.45,-0.2995104259164822,-0.2804581342172941,0.40718927884743045,0.4820126321290325,0.5732219493226403,FR1,2015.0,6.0,0.3,0.4473684210526316,0.3157894736842105,0.23684210526315788,0.07894736842105263,1.6578947368421053,1.236842105263158,1.1578947368421053,0.35,-0.27632467416316614,-0.13513663830482625,1.5955303305205966,-1.0820816479548307,1.3861270917945225
France,FC Metz,,,,,,,,,,,,,,,,,,FR1,2015.0,19.0,0.95,0.18421052631578946,0.23684210526315788,0.5789473684210527,-0.7894736842105263,0.7894736842105263,0.8157894736842105,1.605263157894737,0.95,-0.6494440972014921,-0.6747762342200716,-0.34685441967839054,0.39768812702613476,1.142946900251624
France,FC Nantes,FR1,2014.0,13.0,0.65,0.3157894736842105,0.2894736842105263,0.39473684210526316,-0.13157894736842105,1.2105263157894737,1.0,1.131578947368421,0.7,-0.49352207070341625,-0.5448365773775825,-0.6107839182711448,0.13356976552973746,0.3684998245645545,FR1,2015.0,14.0,0.7,0.2894736842105263,0.3157894736842105,0.39473684210526316,-0.2894736842105263,1.1842105263157894,0.7631578947368421,1.0526315789473684,0.65,-0.3886348683887492,-0.4545151746628286,-0.9018214911638155,0.027745683280894193,0.17022613408002893
France,SM Caen,,,,,,,,,,,,,,,,,,FR1,2015.0,13.0,0.65,0.3157894736842105,0.2631578947368421,0.42105263157894735,-0.02631578947368421,1.2105263157894737,1.4210526315789473,1.4473684210526316,0.9,-0.53838179402286,-0.6417370752864852,-1.7342720983919528,1.9699435129434155,-1.7752153982631609
France,SC Bastia,FR1,2014.0,10.0,0.5,0.3157894736842105,0.2894736842105263,0.39473684210526316,-0.3684210526315789,1.2894736842105263,1.105263157894737,1.4736842105263157,0.85,-0.5489539692139688,-0.5899465061241543,-0.35629061899150094,1.7596364763264614,-1.4739992982582173,FR1,2015.0,12.0,0.6,0.3157894736842105,0.2894736842105263,0.39473684210526316,-0.23684210526315788,1.236842105263158,0.9736842105263158,1.2105263157894737,0.85,-0.6902085380685555,-0.617767489393491,2.1504974020060215,-0.3421967604643464,0.4134063256229277
France,EA Guingamp,FR1,2014.0,16.0,0.8,0.2894736842105263,0.23684210526315788,0.47368421052631576,-0.21052631578947367,1.105263157894737,0.8947368421052632,1.105263157894737,1.0,-0.6701122616727481,-0.7517712378555274,-1.62875711538972,1.8757840985262293,-1.2692771735001316,FR1,2015.0,10.0,0.5,0.39473684210526316,0.10526315789473684,0.5,-0.3684210526315789,1.2894736842105263,1.0789473684210527,1.4473684210526316,0.75,-0.5508607044923692,-0.5918544235632271,-0.624337955421103,1.6924866801344833,-1.0456748236344646
France,Montpellier HSC,FR1,2014.0,15.0,0.75,0.21052631578947367,0.47368421052631576,0.3157894736842105,-0.21052631578947367,1.105263157894737,1.1842105263157894,1.394736842105263,0.6,-0.2836727406277529,-0.39865756776843814,-1.3742638161100762,0.13356976552973746,-0.4503886744677885,FR1,2015.0,7.0,0.35,0.42105263157894735,0.21052631578947367,0.3684210526315789,0.18421052631578946,1.4736842105263157,1.2105263157894737,1.0263157894736843,0.55,-0.43855051026678615,-0.38843685679565565,0.7630797232924592,0.2127169051535145,0.17022613408002893
France,FC Lorient,FR1,2014.0,8.0,0.4,0.34210526315789475,0.2631578947368421,0.39473684210526316,-0.13157894736842105,1.2894736842105263,1.263157894736842,1.394736842105263,0.5,-0.35890174574921707,-0.34384043916500906,0.40718927884743045,-1.0279064564679237,-0.24566654970970275,FR1,2015.0,16.0,0.8,0.3157894736842105,0.18421052631578946,0.5,-0.15789473684210525,1.131578947368421,1.1578947368421053,1.3157894736842106,0.45,-0.39695414203508866,-0.2847845934746001,1.5955303305205966,-0.24971114952803788,0.4134063256229277
France,Stade Reims,FR1,2014.0,11.0,0.55,0.3157894736842105,0.3157894736842105,0.3684210526315789,-0.21052631578947367,1.263157894736842,1.1578947368421053,1.368421052631579,0.75,-0.5133191773143277,-0.5542011701806683,-0.35629061899150094,0.017422143329969705,-0.04094442495161701,FR1,2015.0,15.0,0.75,0.3157894736842105,0.21052631578947367,0.47368421052631576,-0.5,1.1578947368421053,1.236842105263158,1.736842105263158,0.7,-0.5259028835533507,-0.5529848248178314,-0.34685441967839054,0.6751449598350668,0.17022613408002893
France,Valenciennes FC,FR1,2014.0,19.0,0.95,0.18421052631578946,0.21052631578947367,0.6052631578947368,-0.7368421052631579,0.7631578947368421,0.9736842105263158,1.7105263157894737,0.8,-0.5251974412808748,-0.5779552592421542,-0.6107839182711448,0.5981602543288003,-0.24566654970970275,,,,,,,,,,,,,,,,,
France,FC Évian Thonon Gaillard,FR1,2014.0,14.0,0.7,0.2894736842105263,0.2894736842105263,0.42105263157894735,-0.3157894736842105,1.1578947368421053,1.0263157894736843,1.3421052631578947,0.9,-0.5568728118583335,-0.596798647199583,-0.35629061899150094,1.062750743127863,0.16377769980646875,FR1,2015.0,18.0,0.9,0.2894736842105263,0.10526315789473684,0.6052631578947368,-0.5526315789473685,0.9736842105263158,1.0789473684210527,1.631578947368421,0.8,-0.5799781622545573,-0.5931500768547404,-0.06937088393567811,1.8774579020071036,0.6565865171658264
Netherlands,PSV Eindhoven,NL1,2014.0,4.0,0.2222222222222222,0.5294117647058824,0.14705882352941177,0.3235294117647059,0.4411764705882353,1.7352941176470589,1.7647058823529411,1.3235294117647058,0.1111111111111111,1.9939017700387354,1.853691627721058,-0.1872514715682851,-1.2212942957866457,0.3692308147000273,NL1,2015.0,1.0,0.05555555555555555,0.8529411764705882,0.029411764705882353,0.11764705882352941,1.7941176470588236,2.588235294117647,2.7058823529411766,0.9117647058823529,0.1111111111111111,2.3170875305777527,2.238149699844779,-0.20672455764868047,-1.191226418015261,-0.6362332481991095
Netherlands,Ajax Amsterdam,NL1,2014.0,1.0,0.05555555555555555,0.5882352941176471,0.3235294117647059,0.08823529411764706,1.2058823529411764,2.088235294117647,2.0294117647058822,0.8235294117647058,0.05555555555555555,2.5755911032753196,2.6280955155990857,0.48685382607753935,-1.4551591609372794,0.3692308147000273,NL1,2015.0,2.0,0.1111111111111111,0.6176470588235294,0.23529411764705882,0.14705882352941177,1.1764705882352942,2.088235294117647,2.0294117647058822,0.8529411764705882,0.05555555555555555,2.3170875305777527,2.5620732803602335,0.5374838498865703,-1.191226418015261,-0.1781453094957508
Netherlands,AZ Alkmaar,NL1,2014.0,8.0,0.4444444444444444,0.38235294117647056,0.23529411764705882,0.38235294117647056,0.11764705882352941,1.3823529411764706,1.588235294117647,1.4705882352941178,0.3333333333333333,0.41991886833974323,0.4117548768313959,0.14980117725462713,0.06496246254184472,0.5836229006548819,NL1,2015.0,3.0,0.16666666666666666,0.5588235294117647,0.14705882352941177,0.29411764705882354,0.20588235294117646,1.8235294117647058,1.8529411764705883,1.6470588235294117,0.3333333333333333,0.22498413500056308,0.11435229681754557,-0.7028634960055143,-0.7374258778189715,0.7380305679109668
